,loc,scale,expectation,cv
ヒガナ,-2.1102948,0.5325718,0.1396692,0.2622542
ヒグマ,-2.1264758,0.48857346,0.13437462,0.27503464
ヒグマ(けものフレンズ),-2.0564563,0.541295,0.14808688,0.27357888
ヒグマ（けものフレンズ）,-1.9357811,0.50115114,0.16362062,0.32648957
ヒゲ,-2.010746,0.48694304,0.15074144,0.3095669
ヒシアケボノ(ウマ娘),-2.115062,0.5160916,0.13780898,0.26702428
ヒシアケボノでかすぎ,-2.0732002,0.5572968,0.14691365,0.26361832
ヒシアケボノ（ウマ娘）,-2.080819,0.5037649,0.14171614,0.28131402
ヒシアマゾン,-2.0812335,0.5085219,0.14199886,0.27923843
ヒシアマゾン(ウマ娘),-2.0289488,0.5509508,0.15302172,0.27774116
ヒシアマゾン（ウマ娘）,-2.192078,0.5044821,0.12684023,0.25142664
ヒシミラクル,-2.085297,0.5596548,0.1453384,0.25969297
ヒシミラクル(ウマ娘),-2.0596461,0.5084602,0.14509301,0.28535762
ヒシミラクル（ウマ娘）,-1.9874494,0.5451065,0.15899558,0.29167804
ヒソカ,-1.9766084,0.49703375,0.1567525,0.31537595
ヒップアタック,-2.1371686,0.47315592,0.13196345,0.27890056
ヒテッマンリスペクト,-2.045572,0.4351348,0.14214595,0.32667106
ヒテッマンリスペクトリスペクト,-2.0841174,0.46590108,0.1386801,0.29765996
ヒトカゲ,-2.0035279,0.4951433,0.15244606,0.30788273
ヒトデ,-2.048599,0.47367534,0.14422008,0.30447033
ヒトデマン,-2.0875573,0.50842226,0.14109658,0.27751848
ヒトモシ,-2.060346,0.50708574,0.14489037,0.2857315
ヒトラー,-1.9739782,0.48582414,0.15630195,0.32172537
ヒナ,-1.973235,0.5296449,0.15993735,0.3019709
ヒバニー,-2.0907965,0.49185318,0.13947964,0.28357983
ヒプノシスマイク,-2.088439,0.5259989,0.14225963,0.27045614
ヒマワリ,-2.087909,0.4633668,0.1379927,0.29780445
ヒメアリクイ(けものフレンズ),-2.034022,0.50897044,0.14889757,0.2925466
ヒャッハー,-2.0675561,0.48931625,0.14258158,0.29138944
ヒュッケバイン,-2.07135,0.4772897,0.14121844,0.29587573
ヒューストン(艦これ),-2.0298598,0.458632,0.14592126,0.31816635
ヒューストン（艦これ）,-2.0348732,0.50569034,0.14852352,0.29370448
ヒューッ！,-2.1061244,0.5143396,0.13892072,0.27009532
ヒューマンバグ大学,-2.082708,0.5488338,0.1448439,0.26391214
ヒョウ(けものフレンズ),-2.0436306,0.48508602,0.14573339,0.3004279
ヒヨコ,-2.1010058,0.535222,0.14117225,0.2637639
ヒロアカ,-2.1241705,0.5430261,0.1385212,0.25509122
ヒロイン,-2.001266,0.48268795,0.15186365,0.31462076
ヒロピン,-2.0222704,0.5389615,0.15304388,0.28396067
ヒロポン,-2.084115,0.54031587,0.14397085,0.2664568
ヒンメル,-2.071067,0.4505092,0.13951434,0.30968145
ヒープリ,-2.1201525,0.44958532,0.13277638,0.29533076
ヒーリングっど♥プリキュア,-2.0733817,0.5157389,0.14364816,0.27852884
ヒール,-2.0556777,0.50068855,0.14509986,0.28980064
ヒーロー,-2.0392861,0.4637353,0.14489283,0.31244725
ビアンカ,-2.0344863,0.49822843,0.14802553,0.29710373
ビオラ,-1.9748439,0.42591906,0.15195963,0.35678053
ビオランテ,-2.0351627,0.489743,0.1473067,0.30078366
ビカラ,-2.0121186,0.5344629,0.15423264,0.288575
ビキニ,-2.036471,0.4954017,0.14752473,0.29778808
ビキニの日,-2.0709746,0.528212,0.1449349,0.27438772
ビキニアーマー,-2.08401,0.46425042,0.13858858,0.29852116
ビキニサンタ,-2.033335,0.53033614,0.15066344,0.28409046
ビキニブリッジ,-1.9914005,0.46101946,0.15180917,0.32929015
ビクティニ,-2.0194905,0.52535623,0.15236278,0.29001802
ビコーペガサス(ウマ娘),-2.1289744,0.49068916,0.13417822,0.27344853
ビコーペガサス（ウマ娘）,-2.0654352,0.5285023,0.14576234,0.27580267
ビスチェ,-2.0042238,0.48319122,0.15145195,0.313441
ビスマルク,-2.0774055,0.4575162,0.13907458,0.3039774
ビスマルク(艦これ),-1.984434,0.5413315,0.15914905,0.29399553
ビスマルク（艦これ）,-2.0993464,0.46296453,0.13639799,0.29461867
ビックリマン,-2.057104,0.46349669,0.14231825,0.30705345
ビックリマン風,-2.0697858,0.53327936,0.14549808,0.2728365
ビッグオー,-2.02793,0.5051795,0.14951974,0.29597348
ビッグボス,-2.0891073,0.4682782,0.13814312,0.29500225
ビッグマック,-2.1239793,0.5101927,0.13617274,0.26690453
ビッチ,-1.9736955,0.46381742,0.15472093,0.33358154
ビナー,-2.0107536,0.47854254,0.15013024,0.31372392
ビニール傘,-2.014771,0.46550044,0.14861062,0.31924915
ビャッコ(けものフレンズ),-2.0764408,0.56238437,0.146856,0.26113102
ビュティ,-2.0248013,0.43364975,0.14503573,0.3344536
ビリビリ,-1.99515,0.46631873,0.15161312,0.32512766
ビリヤード,-2.0397642,0.50783515,0.1479596,0.2913536
ビル,-1.9471691,0.46355945,0.15886106,0.34269834
ビルス,-2.0851061,0.4947316,0.1404749,0.28394163
ビルバイン,-2.0021114,0.5308962,0.15548812,0.29287857
ビワハヤヒデ,-2.041306,0.488647,0.14632604,0.2994514
ビワハヤヒデ(ウマ娘),-2.1607323,0.547295,0.13385926,0.2445834
ビワハヤヒデ（ウマ娘）,-2.1199932,0.49340078,0.13556948,0.27476543
ビーストウォーズ,-1.937045,0.5018136,0.16346826,0.32575494
ビーダル,-1.9515731,0.52166986,0.16275597,0.31199035
ビーチ,-2.0632126,0.52101415,0.14551374,0.27928942
ビーチバレー,-2.0175288,0.49134904,0.15004548,0.30537453
ビーチボール,-2.106638,0.46327654,0.13542661,0.29232347
ビート,-2.0292513,0.47442415,0.14708978,0.31003857
ビートたけし,-2.002476,0.46368727,0.15032238,0.32418913
ビートルズ,-2.0619926,0.49359825,0.14367908,0.29108506
ビート板,-2.0866873,0.47934052,0.13920555,0.29041055
ビードル,-2.0189202,0.5256529,0.15247346,0.29006493
ビーム,-2.1410906,0.5168029,0.1343176,0.25990102
ビームサーベル,-2.0326495,0.4925859,0.14788371,0.30021915
ビール,-2.043419,0.49135774,0.14621127,0.29756582
ビー玉,-2.0712962,0.5252189,0.14466004,0.2754281
ピアス,-2.1074922,0.5245785,0.13947068,0.26587188
ピアノ,-2.071118,0.47089955,0.14082393,0.299053
ピエロ,-1.9786508,0.4798825,0.15512763,0.32326168
ピエール,-2.0108354,0.49776343,0.15153311,0.30442798
ピカチュウ,-2.1362395,0.43917218,0.13005425,0.296135
ピクシブたん,-2.0668674,0.46644056,0.14112857,0.30256495
ピクシー,-2.0406728,0.5051561,0.14762479,0.292236
ピクセル,-2.0269363,0.46511367,0.14678727,0.3155944
ピクセルアート,-2.0380142,0.5181759,0.14900716,0.28756094
ピクトグラム,-2.0565314,0.4493295,0.14148197,0.31487355
ピクニック,-2.0215166,0.46023062,0.14725192,0.31995246
ピクミン,-1.9889531,0.5255859,0.15710628,0.29891646
ピザ,-2.1080463,0.50293267,0.13785186,0.27409607
ピジョット,-2.1455274,0.4770485,0.13110723,0.27482998
ピッコロ,-2.0716474,0.5030656,0.1429715,0.28420052
ピット,-2.081141,0.50069,0.14145187,0.28251386
ピッピ,-2.0224488,0.5164555,0.15121001,0.2927842
ピュリファイアー(アズールレーン),-2.085294,0.45389116,0.13775405,0.3034958
ピューと吹く！ジャガー,-2.0875754,0.42518854,0.13571708,0.3191927
ピヨたん,-2.0839076,0.47081015,0.13902849,0.29529628
ピラミッド,-1.9952587,0.4643037,0.15145454,0.32619715
ピロ彦,-2.0605266,0.45723093,0.14142346,0.30930424
ピンキーパイ,-2.0035028,0.4703881,0.1506388,0.32024366
ピンク,-2.0758517,0.51654816,0.14335366,0.27752236
ピンクの悪魔,-2.0363367,0.5103337,0.14865659,0.2912929
ピンクは淫乱,-2.081266,0.523895,0.14312558,0.27319515
ピンクローター,-2.1537678,0.51417494,0.13244604,0.25758943
ピンク髪,-2.057939,0.57356596,0.15055148,0.2624833
ピンチ,-1.9679855,0.47035238,0.15608263,0.33184192
ピンナップガール,-2.0486672,0.5076069,0.14663118,0.28886756
ピンポン,-2.1506822,0.5230991,0.13347167,0.2551556
ピーちゃん,-1.9972486,0.50846165,0.154435,0.30372986
ピース,-2.1002612,0.46899134,0.1366565,0.29138383
ピースサイン,-2.0960078,0.54084903,0.14230978,0.26312295
ピーチ,-2.016626,0.45689392,0.1477476,0.32337397
ピーチパンサー(けものフレンズ),-2.1659338,0.50995433,0.130562,0.25602686
ピーチ姫,-2.0675273,0.5449839,0.1467502,0.26927435
ピーチ姫化,-2.1330647,0.5487105,0.13772133,0.25099087
ピーナッツ,-2.0424106,0.5017519,0.14711611,0.29320487
ピーナッツ☆,-1.9682955,0.5311657,0.16085902,0.30284148
ピーマン,-2.0079699,0.48453596,0.15098387,0.3116051
ファイアーエムブレム,-2.091361,0.48569858,0.13898219,0.28614905
ファイアーエムブレム_聖魔の光石,-2.0538914,0.47742936,0.14371517,0.30101871
ファイアーエムブレムエンゲージ,-2.0843618,0.4723863,0.13906868,0.29439607
ファイアーエムブレムヒーローズ,-1.9919947,0.5145142,0.15572989,0.30267364
ファイアーエムブレム覚醒,-2.0882647,0.45828187,0.13762075,0.30029717
ファイアーエムブレム風花雪月,-2.0982451,0.49027473,0.1383373,0.28216282
ファイター,-2.1066206,0.5232039,0.1394918,0.26661077
ファイト☆,-2.047217,0.5028407,0.14649083,0.29132652
ファイナルファイト,-2.0852757,0.48180118,0.13956715,0.2896779
ファイナルファンタジー,-2.0249221,0.49452698,0.14917374,0.30164933
ファイナルファンタジー14,-2.0100837,0.5224379,0.15356782,0.29394466
ファイナルファンタジーVI,-2.0461428,0.55383986,0.15065339,0.27201617
ファイナルファンタジーⅦ,-1.9992907,0.46533144,0.15091719,0.32432193
ファイナルファンタジー６,-2.0110157,0.5254456,0.15366672,0.2924503
ファイブスター物語,-1.9901104,0.5104722,0.15570074,0.30501318
ファイヤー,-1.9509779,0.5026712,0.16127591,0.3208378
ファインモーション,-2.094586,0.48481163,0.1384751,0.28562662
ファインモーション(ウマ娘),-2.0903354,0.5498579,0.14382422,0.26156616
ファインモーション（ウマ娘）,-2.1292405,0.55580103,0.1387914,0.24971418
ファウスト,-2.0511987,0.46119443,0.14300889,0.31008372
ファックサイン,-1.9556011,0.47114795,0.15808682,0.3355354
ファッション,-2.128559,0.4800379,0.13354178,0.27819008
ファニー・ヴァレンタイン,-1.9747114,0.5610311,0.16245838,0.28957108
ファプタ,-2.0059958,0.49555865,0.15210159,0.30692956
ファミコン,-2.0429208,0.48288545,0.14568163,0.30168983
ファミコン風,-1.9630219,0.42435744,0.15366471,0.3621115
ファミリーマート,-2.0252535,0.48513877,0.14844012,0.30597457
ファミレス,-2.0304902,0.5378759,0.15170233,0.28203964
ファミ通,-2.1116261,0.50566167,0.1375484,0.27201667
ファルル,-1.977844,0.5150122,0.15798974,0.30676892
ファンアート,-1.9392136,0.49175733,0.16230127,0.3300434
ファンサービス,-2.0372229,0.50585264,0.14818712,0.29294524
ファンシー,-1.9789492,0.5887812,0.1643729,0.27917486
ファンタシースターオンライン2,-1.9733542,0.5001046,0.1575044,0.3149429
ファンタジー,-1.9705921,0.5173307,0.15933019,0.3079852
ファンタジーアースゼロ,-1.9971709,0.4784975,0.15218003,0.31803724
ファンタジーアート,-2.0879915,0.4586235,0.13767992,0.3002025
ファントム,-2.043189,0.49855328,0.14676665,0.29438508
フィアット,-1.9887577,0.5425491,0.15856701,0.29226297
フィアット500,-2.055112,0.46300367,0.1425695,0.30792305
フィオナ,-2.046668,0.58395225,0.15317598,0.26230907
フィギュア,-2.0911074,0.45541805,0.13705067,0.30093378
フィクション,-2.0306823,0.487617,0.1478145,0.30313647
フィリア,-2.110141,0.5175487,0.13859314,0.26778764
フィリア・クルス,-2.0866194,0.5039128,0.14090697,0.2796257
フィリスのアトリエ,-2.0399597,0.5592308,0.15204328,0.27187932
フィリス・ミストルート,-2.01038,0.52496177,0.15372537,0.29283154
フィンランド,-2.0709066,0.45083192,0.13955703,0.30955446
フィーちゃん,-1.9696989,0.51478404,0.15926313,0.30937853
フィーネ,-2.0755675,0.45650366,0.13926597,0.30507088
フィーロ,-1.9982169,0.5214124,0.15531787,0.29787916
フウカ,-2.003751,0.5579801,0.15753932,0.2823386
フウロ,-2.109203,0.52339643,0.13914606,0.26585212
フェアリー,-2.0733223,0.49415317,0.14209938,0.28756142
フェアリーテイル,-1.9955575,0.54728293,0.15789923,0.28851482
フェアレディZ,-1.9212502,0.46057358,0.1628076,0.3534888
フェイスハガー,-2.0684888,0.5365561,0.1459425,0.27199855
フェイスベール,-1.9417164,0.4586734,0.15937015,0.3474589
フェイスペイント,-2.0241828,0.51488304,0.15082568,0.2929319
フェイト,-2.0419626,0.52017593,0.14857414,0.28562286
フェイト・T・ハラオウン,-2.09313,0.43419817,0.13548882,0.31204376
フェイト・テスタロッサ,-2.0861113,0.4590759,0.13796766,0.30053344
フェチ,-2.1291165,0.50576174,0.1351704,0.26726103
フェニックス,-1.9857587,0.4724607,0.1534855,0.3248641
フェネック,-2.080909,0.5020153,0.14157873,0.28202075
フェネック(けものフレンズ),-2.086406,0.54790384,0.14423569,0.26325
フェネック（けものフレンズ）,-2.1500309,0.48617446,0.13109304,0.26964197
フェラ,-2.054172,0.47855434,0.14375211,0.30038828
フェラチオ,-2.0678442,0.5707835,0.14883049,0.2607477
フェラーリ,-2.1015286,0.5141422,0.13954648,0.27141613
フェリ,-2.0765772,0.50219536,0.1422062,0.2831691
フェリシア,-2.091431,0.51463413,0.1409984,0.27397794
フェルシー・ロロ,-1.9280816,0.48219052,0.16335529,0.33877748
フェルメール,-2.0079443,0.5416657,0.15547918,0.287039
フェルン,-2.0276012,0.5082103,0.14979878,0.29475746
フェレット,-2.0818975,0.53401816,0.14380316,0.26928517
フェレンゲルシュターデン現象,-1.9687545,0.51691604,0.15958901,0.30873293
フェローチェ,-2.097759,0.5314766,0.1413487,0.2659547
フェン・ミン,-2.0697496,0.46546042,0.14065813,0.30219138
フォウ,-2.0029318,0.5276354,0.15509269,0.2939391
フォトジェミック,-2.074261,0.5698421,0.14779915,0.2593686
フォビドゥンガンダム,-2.1425815,0.45455426,0.13012347,0.2862661
フォルクスワーゲン,-2.0209396,0.5299753,0.15251341,0.28777456
フォーク,-2.027336,0.5439407,0.15268166,0.2806954
フォーゼ,-2.0074952,0.50541174,0.15262449,0.3019805
フォートナイト,-2.1117914,0.4549198,0.1342146,0.29502913
フクロウ,-2.0646858,0.56003785,0.14839694,0.26497662
フグ,-2.0080652,0.5293856,0.15444139,0.29173702
フシギのたね,-2.098949,0.5587817,0.14329778,0.2564468
フシギソウ,-2.116098,0.52594614,0.13837495,0.2630972
フジキセキ(ウマ娘),-2.042298,0.5220773,0.14867155,0.2847692
フジキセキ（ウマ娘）,-2.0095005,0.4904565,0.15118867,0.30826113
フタエノキワミ、アッー！,-2.0688627,0.48277235,0.14194323,0.2940169
フトマーユホイザー(オリトレ),-2.0972204,0.48831737,0.13834655,0.28331277
フブキ,-2.1392257,0.5367901,0.13599272,0.25334433
フュージョン,-2.0638504,0.52775997,0.1459363,0.2765202
フライゴン,-2.04471,0.44511098,0.1428946,0.3210314
フライドポテト,-2.0393157,0.4690372,0.14524727,0.3096711
フライパン,-2.0161378,0.4410694,0.1467732,0.33276668
フライング,-2.0626767,0.4931772,0.14355102,0.29107392
フラウンス,-2.0725048,0.48491767,0.14157407,0.29195485
フラグ,-2.1176648,0.49058694,0.1356975,0.27660236
フラグクラッシャー,-2.1202075,0.52449673,0.13770258,0.2625423
フラフープ,-2.031359,0.4856692,0.14757457,0.30385822
フラメンコ,-2.0868702,0.5108466,0.14136812,0.276733
フラレミ,-2.024436,0.5208469,0.15125394,0.2904
フラワーナイトガール,-2.109491,0.4487322,0.1341481,0.29894915
フラン,-1.970427,0.4948842,0.15755638,0.31837022
フランちゃん,-1.9149077,0.44695738,0.1628343,0.3643173
フランちゃんうふふ,-1.9805088,0.49318567,0.15584509,0.3159968
フランちゃんウフフ,-2.0993373,0.46914983,0.13679299,0.29157633
フランケンシュタイン,-2.1999986,0.48559013,0.12466817,0.25673538
フランス,-2.1069748,0.5070493,0.13828681,0.27272853
フランスパン,-1.9565511,0.51663876,0.16152532,0.31264654
フランス革命,-2.0570357,0.5505781,0.14875309,0.27017617
フランチェスカ・ルッキーニ,-2.0467544,0.505766,0.14677498,0.29020333
フランドール,-2.0047128,0.49020046,0.1518952,0.30986342
フランドールスカーレット,-2.173165,0.4479131,0.12582642,0.28091702
フランドール・スカーレット,-2.1241317,0.4815328,0.13423079,0.2787573
フリスク,-1.9758509,0.5618746,0.16235024,0.2889439
フリット・アスノ,-2.0339332,0.4987757,0.14814785,0.297023
フリモメン,-2.0809257,0.5241376,0.14319247,0.2731963
フリル,-2.0412292,0.49910495,0.14709504,0.29471767
フリー,-2.0960486,0.5138018,0.14028876,0.2730406
フリーアイコン,-2.044462,0.43784583,0.14247234,0.32539386
フリーイラスト,-2.046851,0.41462114,0.14073233,0.33942392
フリーゲーム,-2.054916,0.59248257,0.15268198,0.25769868
フリーザ,-2.1272151,0.46155086,0.13256258,0.2872112
フリーザー,-2.0157304,0.47432205,0.14908484,0.31431141
フリーダムガンダム,-2.0215106,0.48182902,0.14875852,0.30873716
フリーダム響,-1.9959313,0.52182895,0.1557071,0.29838726
フリーテクスチャ,-2.0378678,0.54280275,0.1509887,0.27816495
フリーナ,-2.008027,0.4616204,0.14934735,0.3235285
フリーレン,-2.1134553,0.5154648,0.13798596,0.2676923
フリー素材,-1.9822782,0.44822413,0.15231177,0.33981162
フルアーマー,-2.1021187,0.51293874,0.139378,0.27172446
フルスクラッチ,-2.0585682,0.5253928,0.14652644,0.27888933
フルトン回収,-2.0993242,0.47954947,0.13747126,0.28666753
フルフル,-2.0407202,0.4866427,0.14626874,0.300567
フルボッコ,-2.018448,0.5812194,0.15730949,0.27065423
フルメタルパニック,-2.037189,0.50382835,0.14804079,0.2938318
フルメタル・ジャケット,-2.1516168,0.49373877,0.13137126,0.26607442
フルメタル・パニック！,-2.0828683,0.48691007,0.14025016,0.2880412
フルル,-2.0740228,0.51999396,0.1438728,0.27668166
フル・フロンタル,-2.1109905,0.4884309,0.13646214,0.27938884
フルーツ,-2.0045357,0.5256364,0.15468124,0.2942742
フルート,-2.082444,0.46605963,0.13892262,0.29807907
フルール・ド・ラパン,-2.0388277,0.5650896,0.15271764,0.27025384
フレアビキニ,-2.059584,0.4824266,0.14324251,0.29692084
フレイ,-2.0031145,0.51284486,0.1538758,0.30004355
フレズヴェルク,-2.0323362,0.54433405,0.15195261,0.27915323
フレッシュトマト味,-2.1179864,0.5105969,0.13701953,0.26835167
フレッシュプリキュア,-1.9960597,0.47249722,0.15191521,0.32151556
フレッチャー,-2.1070194,0.46639568,0.13557139,0.29067892
フレッチャー(艦これ),-2.0533142,0.4497628,0.14196554,0.31564537
フレッチャー級,-2.1088848,0.49987212,0.13752513,0.27512062
フレッチャー（艦これ）,-2.0438955,0.47203678,0.14478779,0.30672988
フレディ・クルーガー,-1.9833552,0.5155893,0.15716815,0.30483207
フレドリカ・アーヴィング,-2.0363975,0.5454055,0.15142515,0.27763775
フレンズ,-2.0454562,0.535161,0.14923134,0.27885318
フレンズ化,-2.076569,0.48908246,0.14128612,0.28887996
フレンダ=セイヴェルン,-2.0183342,0.48563075,0.14950648,0.3078604
フレンチクルーラー,-2.0763967,0.48320475,0.14090727,0.29160985
フレンチメイド,-2.0339565,0.46506462,0.14575705,0.31341246
フレン・E・ルスタリオ,-2.0800266,0.51604337,0.1427192,0.27656433
フレーム,-2.0544477,0.5139912,0.14626221,0.28456172
フレームアームズ・ガール,-2.0719872,0.5242822,0.14448908,0.2755941
フレーメン反応,-1.965128,0.5194248,0.16037717,0.30875918
フロムソフトウェア,-2.1444168,0.4771741,0.13126077,0.2750794
フロム脳,-2.0788705,0.529078,0.14386085,0.27190858
フロン,-2.0659595,0.562482,0.14841151,0.26385114
フロントジッパー競泳水着,-2.0801787,0.4893231,0.1407936,0.28773138
フロントホック,-2.048738,0.5246686,0.14791767,0.28192592
フロントミッション,-2.106292,0.4709572,0.13596039,0.28868946
フワライド,-2.1188173,0.5060617,0.13659048,0.26990876
フワンテ,-2.038495,0.52121484,0.14917089,0.28619847
フンボルトペンギン(けものフレンズ),-2.0608125,0.51103324,0.1451141,0.28396213
フンボルトペンギン（けものフレンズ）,-2.1089272,0.5055857,0.13791485,0.27278236
フード,-2.0590096,0.51520693,0.14568762,0.28277496
ブタ,-2.0415487,0.5253164,0.14903559,0.2837063
ブチハイエナ(けものフレンズ),-2.0232542,0.5340641,0.1524922,0.28553164
ブチャラティ,-2.076434,0.4940754,0.14165248,0.28670216
ブッキー,-2.0586503,0.46536195,0.14222153,0.30561486
ブッキースケベ,-2.0556586,0.48370504,0.14389475,0.2974845
ブッダ,-2.0490422,0.5169343,0.14727823,0.28490707
ブラ,-2.0022964,0.52645177,0.1550945,0.29460344
ブラウス,-2.0105364,0.49003765,0.15100113,0.3081419
ブラコン,-2.0457954,0.5125408,0.14742343,0.28763255
ブラジャー,-2.0416915,0.4396046,0.14297788,0.32524198
ブラジャーの日,-1.9828062,0.5011458,0.15610403,0.31149426
ブラダマンテ,-2.0264707,0.48423448,0.14819458,0.3060389
ブラダマンテ(Fate),-2.0024018,0.4814426,0.15160021,0.3148874
ブラチラ,-2.010869,0.49659815,0.15144025,0.3049553
ブラッキー,-2.0605907,0.52623683,0.14629528,0.27800274
ブラック,-1.9991593,0.4584197,0.15045592,0.32820562
ブラック★ロックシューター,-1.981597,0.49735016,0.15599702,0.31365633
ブラックジャガー(けものフレンズ),-2.0883064,0.47247624,0.13852707,0.29319373
ブラックジャガー（けものフレンズ）,-1.9790459,0.5251264,0.1586322,0.30208385
ブラックジャック,-2.029379,0.5473207,0.15265134,0.27890655
ブラックタイガー,-2.0761974,0.47906926,0.14065522,0.293601
ブラックバック(けものフレンズ),-1.9639797,0.52127993,0.1607165,0.3083113
ブラックホール,-2.1413577,0.5161096,0.1342337,0.26008758
ブラックマジシャンガール,-2.0796885,0.49464604,0.14123203,0.2855214
ブラックロックシューター,-1.9777707,0.5034497,0.15707374,0.3119949
ブラック・ジャック,-2.0135965,0.47701988,0.14959516,0.3136036
ブラック・マジシャン,-2.0943272,0.50380814,0.13981768,0.2775217
ブラック・マジシャン・ガール,-2.0981097,0.50643253,0.13947462,0.27540612
ブラック企業,-2.131173,0.4921016,0.1339765,0.27225375
ブラック羽川,-2.1268828,0.56292725,0.1396747,0.24812211
ブラッドスターク,-2.1265323,0.46513918,0.13287385,0.2856647
ブラッドボーン,-2.0707092,0.5646385,0.14788787,0.261916
ブラン,-2.0177345,0.4676544,0.14831984,0.31715694
ブランカ,-2.061661,0.48521817,0.1431385,0.29499823
ブランコ,-2.075391,0.46266732,0.13968566,0.30191383
ブランド,-2.0461676,0.51192325,0.14732195,0.28778133
ブリキ,-2.0759194,0.48144734,0.14085509,0.29256594
ブリジット,-2.1159513,0.45390576,0.13359584,0.29432505
ブリッジ,-2.0507326,0.45122057,0.14242601,0.3156461
ブリーチ,-2.01516,0.48182014,0.14970557,0.31070843
ブリーフ,-2.167772,0.50020003,0.12968175,0.2592598
ブルアカ,-2.081173,0.45271498,0.13824917,0.30537796
ブルアカ淫夢,-1.993792,0.50819993,0.15494911,0.30489793
ブルチラ,-2.0171258,0.5152584,0.1519232,0.29484856
ブルック,-2.0275366,0.53086936,0.15158246,0.2855363
ブルニーソ,-2.0028784,0.4925277,0.15234819,0.30931905
ブルマ,-2.022864,0.44519198,0.14605586,0.3280739
ブルマP,-2.0775235,0.48698986,0.14100726,0.28954867
ブルマー,-2.0070477,0.5299572,0.15464543,0.2918074
ブルマ艦娘,-2.0004861,0.547726,0.15716103,0.28693366
ブルマＰ,-2.0722773,0.5359963,0.145347,0.27117163
ブルーアーカイブ,-2.0408628,0.5140963,0.14827076,0.28841045
ブルースクリーン,-2.0375097,0.49834606,0.14758731,0.29615426
ブルース・リー,-2.0222378,0.46399966,0.14740227,0.31767756
ブルーディスティニー,-2.0693524,0.53377086,0.14559935,0.272775
ブルートレイン,-2.0845733,0.4437015,0.13722439,0.30927187
ブルーハワイ,-1.9645008,0.492033,0.15827005,0.3216655
ブルーベリー,-2.099852,0.4743779,0.13706023,0.28892624
ブルーローズ,-1.9600997,0.5175898,0.16103235,0.31111962
ブル猫,-2.1579165,0.5783388,0.13660268,0.23619838
ブレイクダンス,-1.9306229,0.4648979,0.16161184,0.34762868
ブレイク・ベラドンナ,-2.0755029,0.49591893,0.14191386,0.28616342
ブレイズ,-2.1074288,0.45563388,0.13484521,0.2959508
ブレイブウィッチーズ,-2.0004537,0.50376683,0.15357548,0.30485427
ブレイブルー,-2.0664492,0.47295886,0.14162053,0.2994352
ブレザー,-2.0020976,0.48135775,0.15164015,0.31502587
ブレスオブザワイルド,-2.107464,0.4865078,0.13681588,0.28122032
ブレスオブファイア,-2.0731063,0.5398733,0.14552976,0.2695628
ブレマートン,-2.0659924,0.52329814,0.14528297,0.27762944
ブレマートン(アズールレーン),-2.1327276,0.4869455,0.13343115,0.2740166
ブレマートン（アズールレーン）,-2.0945773,0.5144366,0.14054118,0.27319437
ブレンド・S,-2.0824747,0.46267316,0.13870007,0.2997798
ブレンパワード,-2.0147786,0.4724069,0.1490916,0.31559998
ブロック,-2.030412,0.46396595,0.1462,0.31510934
ブロック崩し,-2.0156214,0.5107859,0.15180321,0.2971954
ブロッコリー,-2.0386178,0.48991433,0.1468109,0.2996665
ブロリー,-2.040693,0.52168,0.1488795,0.2853847
ブロントさん,-2.083501,0.46338254,0.1386033,0.29911205
ブロンド,-2.1043463,0.5357836,0.14074378,0.26268774
ブロン子さん,-2.114381,0.45564902,0.1339119,0.29389265
ブーケ,-1.9702798,0.47262484,0.15589187,0.32984272
ブーツ,-2.053686,0.5327287,0.14781615,0.27746987
ブーディカ(Fate),-2.0924656,0.5048523,0.140152,0.2776099
ブーメラン,-2.0992026,0.4703072,0.13688579,0.29105613
ブーン,-2.0803893,0.5199964,0.1429599,0.27492478
プチコン4,-2.0968435,0.49623355,0.1389391,0.2799873
プッチ神父,-2.0200388,0.53295016,0.1528924,0.28687936
プニキ,-2.1073992,0.5100572,0.13843974,0.27142003
プラウダ高校,-2.0511022,0.5111876,0.14654163,0.28666896
プラグスーツ,-1.9879584,0.5632346,0.1605192,0.28499526
プラスル,-2.0618174,0.4837091,0.14301151,0.29565603
プラナ,-2.0208383,0.562072,0.15522559,0.27616674
プラナリア,-1.9802754,0.4959455,0.15609439,0.31474102
プラモデル,-2.0949967,0.47727308,0.13791719,0.28896913
プリキュア,-2.0208745,0.49784184,0.15002532,0.30135137
プリキュアオールスターズ,-1.9621841,0.45408872,0.15581502,0.34313783
プリクラ,-2.0901046,0.5387083,0.14298704,0.2654257
プリケツ,-2.0718656,0.4716061,0.14076556,0.29848123
プリケツ・オイゲン,-2.0214953,0.52915984,0.15236288,0.28793356
プリコネ,-1.9954357,0.4764145,0.15229279,0.31966448
プリコネR,-2.068325,0.58200264,0.14972402,0.2572566
プリコネＲ,-2.0805647,0.51089764,0.14226602,0.27846286
プリズマ☆イリヤ,-2.0622942,0.4905361,0.14341949,0.29237297
プリズマイリヤ,-1.9148908,0.45958444,0.1637717,0.35634735
プリズムリバー三姉妹,-2.045212,0.48346984,0.14538927,0.30072045
プリチチ・オイゲン,-1.9890369,0.46870533,0.15271305,0.3258189
プリチャン,-2.0744638,0.47665048,0.14073649,0.2952614
プリティーシリーズ,-2.1320019,0.47944173,0.13304476,0.27749935
