,loc,scale,expectation,cv
!,-2.066868,0.53735554,0.14624198,0.27215123
!?,-1.9800897,0.5170976,0.1578051,0.3051747
#AI,-2.0448391,0.49343616,0.14615326,0.29619485
#DrLiMengYan1,-1.9867632,0.5019888,0.1555533,0.30987403
#illustration,-2.0645878,0.50055003,0.14380275,0.28728947
#アクリル絵具,-2.0615392,0.44496882,0.14050102,0.31575477
#アナログイラスト,-2.0267234,0.46466956,0.14678821,0.31589806
#イラスト,-2.0243876,0.49541533,0.14931914,0.30140194
#オリジナル,-2.034867,0.4718976,0.14609131,0.30958265
#グラビア,-2.0308228,0.50222754,0.14886634,0.29641214
#コンパス,-2.0903926,0.5028174,0.14029892,0.27902558
#コンパスエンジョイ部,-2.0046575,0.5151436,0.15382017,0.2985967
#コンパスコスチュームコンテスト2,-2.0168574,0.5349536,0.15354376,0.28702256
#スタイル抜群,-2.0507178,0.5667617,0.15105543,0.26652372
#セクシー,-1.9871162,0.4926205,0.15477563,0.3141884
#ビジョビジョ,-2.1229887,0.52569014,0.13740622,0.26138252
#フリー素材,-2.0540276,0.49960294,0.14526059,0.29075205
#モンスター,-2.1334026,0.5142816,0.1351784,0.262849
#創作,-2.1263561,0.472138,0.13333386,0.28240442
#女の子,-2.1681786,0.47061676,0.12778087,0.2715179
#少女,-2.0113652,0.52646554,0.15369545,0.2919383
#怪物,-2.0726178,0.50218976,0.14276998,0.28429487
#桃尻,-1.9793954,0.49914315,0.15648057,0.31349838
#癒し,-2.081074,0.4813489,0.14012426,0.29110748
#色白,-2.0342214,0.47454667,0.14636904,0.3084397
#谷間フェチ,-2.0107281,0.50624037,0.15219563,0.30063906
',-2.0282395,0.56059,0.15395287,0.2746265
('A`),-2.0385337,0.54229105,0.15084629,0.2781648
(*^◯^*),-2.029375,0.4463357,0.14518198,0.3252753
(*´ω｀*),-2.1986947,0.53999996,0.12836277,0.23770885
(43),-2.1578448,0.48420233,0.12994827,0.268376
([∩∩])<死にたいらしいな,-2.1025338,0.48741612,0.13755292,0.28220838
([∩∩])<殺してやるよ,-2.0258107,0.5089242,0.15012172,0.29497856
([∩∩])<遊びは終わりだ,-2.1366508,0.47293332,0.13201788,0.2791469
(_˘ω˘)ｽﾔｧ,-2.0975525,0.4702764,0.13710989,0.2915517
(˘ω˘)ｽﾔｧ,-1.9598831,0.48206854,0.1582328,0.32823712
(˘ω˘)ｽﾔｧ…,-2.066565,0.5168395,0.1447129,0.2799958
(≧Д≦),-2.0302172,0.52141863,0.15042682,0.2884953
(「・ω・)「がおー,-2.0445058,0.5090594,0.1473514,0.28945816
(物理),-2.0673018,0.5234841,0.14510699,0.27719462
(結婚しよ),-2.0879765,0.4912489,0.13983198,0.2846459
(首が折れる音),-2.0263345,0.44087347,0.14527166,0.32950872
+チック姉さん,-1.9836124,0.49182203,0.15525785,0.31567892
",",-2.0726445,0.47727433,0.14103474,0.29550037
.,-2.069458,0.44899338,0.13964379,0.31101525
.LIVE,-2.1117656,0.49125364,0.13654506,0.27795225
.Live,-2.0735717,0.4495133,0.139103,0.30945247
.live,-2.0646467,0.52825737,0.14585842,0.2761124
///,-2.0398133,0.49958158,0.14733854,0.29492387
0,-2.1288137,0.527482,0.13673712,0.25922614
007,-2.1316469,0.4827902,0.1333066,0.27611703
0083,-2.1057272,0.44474423,0.13441429,0.30222827
1,-1.9989873,0.47950372,0.1519771,0.31694666
1/144,-2.0238326,0.50060534,0.14978868,0.2992151
10,-2.0710342,0.54496986,0.14623532,0.26833653
100カノ,-2.006917,0.47121695,0.15018398,0.31871516
100日チャレンジ,-2.0419557,0.5165548,0.14829655,0.28708777
103系,-2.0855484,0.5413138,0.14384225,0.26572803
1052C-Re,-2.1045609,0.48801866,0.13731472,0.28137186
1052Mid,-2.0701535,0.5348963,0.14557026,0.2721467
10周年,-1.9630766,0.4914617,0.1584511,0.3224078
10月10日はテトの日,-1.9536979,0.48879886,0.15973553,0.32679194
10月4日は天子の日,-2.0301666,0.47517103,0.14700732,0.3093777
10月5日はてんこの日,-2.0600405,0.4348963,0.1400896,0.32212186
11月11日,-1.9907904,0.5125464,0.15576008,0.30389458
11月11日はポッキーの日,-2.07571,0.49000588,0.14147148,0.28871384
11点のお姉ちゃん,-2.1094966,0.532819,0.13979915,0.26237646
120億円事件,-2.0185826,0.49041244,0.14981854,0.305495
12月4日はチノの誕生祭,-2.075401,0.4872329,0.1413236,0.2900535
13,-2.0615385,0.4824734,0.14296603,0.29631898
13日の金曜日,-2.0954413,0.52676123,0.14132364,0.26828787
14,-2.060254,0.48455215,0.14329374,0.2957241
15,-2.1047454,0.4888765,0.13734694,0.28094405
16bitセンセーション,-2.0742643,0.49173957,0.14179677,0.28835744
16cm,-2.1021326,0.5142715,0.13947149,0.27120206
17才,-2.1118512,0.4945436,0.13675496,0.2765276
17歳,-2.0290148,0.469727,0.1467987,0.3125192
17歳教,-2.0570683,0.48129696,0.14352515,0.298205
18号,-2.014546,0.4656064,0.1486514,0.3192641
1925,-1.9654684,0.4781088,0.15705264,0.32848725
1983年クラシック世代,-2.068283,0.45694864,0.14031266,0.30706438
1990年クラシック世代,-1.9819845,0.524787,0.15813854,0.30133852
1993年クラシック世代,-2.0642917,0.48294166,0.14260519,0.2952845
1997年クラシック世代,-2.0978603,0.4396688,0.13517217,0.3074409
1998年クラシック世代,-2.075,0.4986975,0.14218156,0.28510582
1999年クラシック世代,-2.013837,0.50137335,0.15135162,0.30187407
1ya式モデル,-2.0708394,0.5108073,0.14364973,0.281221
1コメに無残に踏みにじられた静画,-2.0155077,0.4675166,0.14864092,0.3179372
1ドロ,-2.01729,0.50981385,0.15147494,0.29711813
1一,-1.9542738,0.5135954,0.16164,0.31472245
1二,-2.063575,0.49131143,0.14329045,0.29164892
1五,-2.04073,0.48561072,0.14619395,0.30105174
1枚謎,-2.099739,0.45718762,0.13598253,0.29743266
2,-2.0330706,0.44493487,0.14455618,0.3248929
2.5次元,-2.0762284,0.56323683,0.1469577,0.26091635
2000GT,-2.0356603,0.5264452,0.15000479,0.28493902
2001年クラシック世代,-1.9906157,0.4951691,0.15442921,0.31187168
2017年,-2.1103635,0.50205094,0.13747188,0.27382058
2018年,-2.0790222,0.5204549,0.14318962,0.27512398
2019年,-2.0395124,0.47579423,0.14568298,0.30618903
2023年,-2.0145485,0.52427965,0.15303114,0.2918884
205系,-2.042045,0.48821816,0.1461873,0.29943028
209系,-2.1304157,0.4859517,0.13367534,0.2750795
20歳ミク,-2.0614157,0.4691824,0.14208218,0.30282933
24時間戦えますか？,-2.0411737,0.54512167,0.15068032,0.27641594
253設計局,-2.0458362,0.4944903,0.14608365,0.2954227
25時、ナイトコードで。,-2.0631125,0.54576695,0.14746246,0.2701931
25歳児,-2.06095,0.43577823,0.140016,0.32130104
2B,-1.9219265,0.49845305,0.16567972,0.33238783
2Pカラー,-2.0626583,0.5064892,0.144512,0.28532097
2コマ,-2.0139232,0.5075284,0.15180923,0.29911473
2コマ漫画,-2.0140533,0.5530613,0.15549916,0.2811608
2二,-2.0627475,0.52841014,0.1461475,0.27657968
2月14日,-2.0450175,0.4850635,0.14552985,0.30002227
2頭身,-2.0978465,0.48193744,0.1378327,0.2859971
3,-1.9843029,0.52653337,0.15791723,0.29991874
3000円払えば無料で10連まわせる,-2.1318235,0.48551863,0.13345921,0.2748797
30MM,-1.989746,0.49203092,0.15432435,0.3136477
30MS,-1.9931482,0.5439673,0.15799403,0.29044765
33-4,-2.1164846,0.4651292,0.13421504,0.28855434
39,-2.055007,0.5471362,0.14877382,0.27191368
3D,-2.0324144,0.47058663,0.14635962,0.31101525
3DCG,-2.023413,0.51448214,0.15091069,0.29332542
3DS,-2.0032454,0.5031946,0.15310323,0.3042625
3Dモデル,-2.043398,0.4919897,0.14625977,0.2972822
3D東方,-2.0020413,0.5151251,0.15422165,0.2993868
3P,-1.9911509,0.5222973,0.1564915,0.2996215
3d,-2.044006,0.51799417,0.14810303,0.28591642
3dcg,-2.0692656,0.50057685,0.14313358,0.28593728
3二,-2.0140302,0.503917,0.151516,0.30067652
3式機龍,-2.0429711,0.5254247,0.14883222,0.2832608
3月10日はさとりの日,-2.078595,0.4695584,0.13968681,0.2974855
3月10日は佐天さんの日,-2.1093924,0.4862189,0.13653311,0.28080586
3月4日はみょんの日,-2.0375643,0.4969381,0.1474759,0.29676914
3月7日は早苗さんの日,-1.9824325,0.550328,0.16025291,0.29119527
3月9日はミクの日,-2.1027641,0.5131153,0.13930069,0.2714803
4,-2.1665084,0.47181746,0.1280669,0.27143314
42,-2.070307,0.5540953,0.14707741,0.265437
495歳児,-2.1062772,0.46990895,0.13589537,0.28919512
4コマ,-1.9828832,0.48291504,0.15469812,0.3203423
4コマ漫画,-2.0833135,0.578196,0.14717127,0.2545353
4五,-2.1098478,0.51622456,0.13853894,0.26836953
4月10日はココアの誕生祭,-2.0593379,0.46309388,0.1419742,0.30657756
4月28日は静葉の日,-2.0808544,0.5038757,0.141719,0.28125787
4月3日は春香の誕生祭,-2.0410178,0.5083264,0.14781114,0.29077998
4月6日は妖夢の日,-2.052345,0.5307861,0.14786167,0.27857113
5,-2.009318,0.48942536,0.15113989,0.3088109
508式リン,-2.0563178,0.5416453,0.14813548,0.27349168
555,-1.961424,0.50409096,0.15971406,0.3168358
5月14日はこいしの日,-2.0832686,0.5431838,0.14431682,0.2656869
5月16日は恋色の日,-2.0124948,0.5101338,0.15222791,0.2984078
6,-1.9905818,0.57890487,0.16153778,0.27904028
6三゛,-2.0049856,0.4868765,0.15160736,0.31138772
6三゛7三,-1.9937958,0.4862264,0.15326487,0.31521297
6月23日は律子の誕生祭,-2.0745385,0.50238997,0.14251035,0.28366482
6月9日はむきゅーの日,-1.9969797,0.5918059,0.16172424,0.27327245
6月9日はパチュリーの日,-2.047483,0.5574471,0.15075348,0.2704355
7,-1.9512099,0.48356986,0.15972686,0.33030772
7/16は七色の人形遣いの日,-2.1597004,0.5495469,0.13416305,0.24413395
72,-2.0907717,0.5667066,0.14512013,0.2560763
765プロではよくあること,-2.0001695,0.49478292,0.15293162,0.30908832
77歳の肛門モロ感の親爺,-2.0511549,0.4633548,0.14315805,0.3089599
7月15日はシャロの誕生祭,-2.063753,0.45183805,0.14062281,0.31122392
8,-2.0693295,0.53054476,0.14535291,0.27396917
8/5は宇月幸成誕生祭,-2.021496,0.5203461,0.15165971,0.2914593
80年代,-2.0541518,0.49492368,0.14490497,0.29278246
810,-2.0436347,0.48595116,0.14579405,0.3000179
833姉貴,-2.128298,0.49339947,0.13444817,0.27249354
893,-2.049518,0.4315058,0.14136368,0.32760552
89式小銃,-2.0098114,0.52094287,0.15348987,0.2946386
8ロール,-2.0862858,0.45484835,0.13767736,0.30268848
8月2日はパンツの日,-2.0665064,0.46717438,0.14122789,0.3023023
8月31日はミク誕生祭,-2.0611894,0.50734115,0.14478695,0.28538382
8番出口,-2.013678,0.5146767,0.15240222,0.29611254
9,-2.0817597,0.48773757,0.14046235,0.28798756
90式戦車,-1.9934502,0.4973529,0.15415908,0.30995914
9月3日はネルの日,-1.9969091,0.4538182,0.15047872,0.3315837
9月9日はチルノの日,-2.0167253,0.475667,0.14903177,0.31331116
<●><●>,-2.0483735,0.45844302,0.14323217,0.31243178
>∩(・ω・)∩<,-2.0358248,0.49659422,0.14770742,0.29744086
?,-2.1020162,0.48356363,0.13736697,0.28407216
A,-1.9731157,0.5352047,0.16043064,0.29975566
A.I.VOICE,-1.9330299,0.5014263,0.16409403,0.32725456
A.I.VOICE2,-2.0061297,0.51390946,0.15349638,0.2986837
A.I.VOICEフリー立ち絵リンク,-1.9837289,0.56683475,0.1615278,0.28496453
A.I.voice,-2.1325765,0.4359468,0.13034746,0.29899856
AA,-2.0761187,0.4831273,0.14094116,0.29172677
AB5,-2.076313,0.470853,0.1400912,0.2975264
ABちゃん,-2.0413654,0.5078912,0.1477271,0.2908637
AC,-2.040299,0.49891433,0.14721794,0.2950766
AC6,-2.0584567,0.45946878,0.14186195,0.3087521
ACA,-2.089443,0.5529862,0.14420116,0.2607681
ACAR,-2.033688,0.4646074,0.14576523,0.31373852
ACFA,-2.1167126,0.5124133,0.13732171,0.2679901
ACMMD,-2.0563653,0.53900784,0.14791751,0.27442554
ACfA,-2.1255984,0.4574521,0.13252722,0.2897073
ACfa,-2.0960987,0.51051176,0.14004555,0.27432385
AE86,-2.122348,0.46475318,0.13340704,0.28704923
AGCL姉貴,-2.0341449,0.5253317,0.15014434,0.28580865
AHSとVM生使用可,-2.0583646,0.46948913,0.14253686,0.30359992
AI,-2.0956657,0.48760438,0.13851361,0.28406966
AIArt,-2.0561292,0.54636157,0.14854406,0.27187866
AIK姉貴,-2.0425029,0.5472062,0.15065157,0.27531043
AIM姉貴,-2.0714056,0.52261513,0.14444704,0.27639276
AIR,-2.0883298,0.49328068,0.13992245,0.28365687
AIVOICE,-2.0721688,0.49343392,0.14221287,0.28821057
AIart,-2.0014188,0.47776413,0.15148184,0.31706408
AIのべりすと,-1.9475309,0.53016496,0.1641469,0.30961478
AIアート,-2.0186782,0.5230211,0.15230006,0.29119295
AIイラスト,-2.0191016,0.49347332,0.14996646,0.30389985
AIイラストメーカー,-2.019109,0.47459504,0.14860125,0.31311166
AIクッキー☆,-2.046522,0.5382135,0.1493168,0.27743044
AIセブン,-2.1079805,0.48531651,0.1366661,0.281602
AIファンタジー,-1.9763583,0.47975862,0.15547441,0.32406798
AI合成獣,-2.0807965,0.46858093,0.13931572,0.2973141
AI拓也,-2.0378435,0.4777133,0.1460599,0.30574805
AI生成,-2.080473,0.48727438,0.14061147,0.28856733
AI生成画像,-2.1671643,0.46245956,0.12742466,0.27553686
AI画像,-2.1697264,0.546483,0.1326018,0.2426458
AI絵,-1.9997278,0.5561673,0.15801476,0.2841137
AI美少女錬成_巨乳,-2.0852492,0.49897152,0.140751,0.28208223
AKB48,-2.114152,0.46755686,0.13468085,0.28805235
AKIRA,-1.9678632,0.55526775,0.16304938,0.293641
AKNM,-2.0235863,0.5278182,0.15193687,0.28785834
AKN姉貴,-2.017697,0.4942738,0.1502366,0.3039542
AKR姉貴,-2.0578578,0.47806555,0.14318977,0.29951912
AKYS,-2.0656419,0.5085509,0.14423233,0.28361437
AL/MI作戦,-2.0628877,0.49234372,0.1434618,0.29138544
ALC,-2.0289474,0.44000387,0.14483711,0.32917234
ALCTIS,-1.937193,0.50475264,0.16368599,0.32428953
ALC一派,-2.0479882,0.51455903,0.14725305,0.28617328
ALC姉貴,-2.0082955,0.46950173,0.14985614,0.3191812
ALC組合TIS派,-1.9833988,0.5178423,0.15734437,0.30384612
ALISON兄貴,-2.028328,0.4623441,0.14639498,0.3166364
ALO,-2.1682832,0.4872522,0.12878951,0.26431796
AME-6,-2.0156565,0.4924433,0.1504076,0.3054313
ANA,-1.9983768,0.5177963,0.15500152,0.29934847
ANNYUI姉貴,-1.9722352,0.468467,0.15528326,0.3314711
AOZ,-2.070396,0.4900055,0.14222524,0.29025233
APEX,-2.036733,0.50188047,0.14796332,0.29481784
APNG,-1.9717543,0.5807192,0.16478117,0.28375363
APTX4869,-2.1130645,0.45134184,0.13382669,0.2965085
APヘタリア,-2.0036156,0.49292216,0.15226553,0.3089038
APヘタリアMMD,-2.0529,0.48227996,0.14419292,0.2989818
ARIA姉妹,-2.0359197,0.49732602,0.14774711,0.29708302
ARMS,-2.1083932,0.4890079,0.13685562,0.27986383
ASMR,-2.0128512,0.47501147,0.14956366,0.31486326
ASTK姉貴,-2.0652268,0.51716393,0.144931,0.2802419
ATM,-2.072234,0.50077486,0.14272349,0.2850053
AV,-2.0277207,0.4844413,0.14802428,0.30555668
AW11,-2.1310523,0.4781724,0.13309024,0.2783311
