,loc,scale,expectation,cv
32985923,-2.0653052,0.5239731,0.14543425,0.5297228
32989894,-2.0648727,0.5234568,0.1454578,0.5308543
32990568,-2.0426311,0.48791245,0.14607985,0.61362994
33114544,-2.0633621,0.46108386,0.14127274,0.6645054
33131234,-2.0253503,0.46753058,0.14718603,0.6733588
33131923,-2.0012856,0.48346427,0.15191765,0.64994925
33187128,-2.002059,0.57194835,0.15905637,0.48622516
33187414,-2.0503192,0.45206457,0.14253923,0.69748276
33189947,-1.974591,0.47949767,0.15572992,0.67732805
33195137,-2.1516778,0.5085547,0.13234225,0.5117091
33212176,-2.0416343,0.46932915,0.14493074,0.65796906
33250388,-2.048426,0.52470744,0.14796686,0.53744
33258307,-2.0702562,0.47622386,0.14130118,0.62305087
33261082,-2.09529,0.46546122,0.1371112,0.6328575
33266745,-2.0258985,0.54309374,0.15283093,0.51815736
33302758,-2.0168483,0.47714737,0.14911857,0.6549779
33309411,-2.1244745,0.4580305,0.1327114,0.6325858
33320100,-2.024195,0.49921703,0.14963055,0.6004011
33324294,-2.0773346,0.50789016,0.14250782,0.55245775
33393416,-2.0086746,0.4975003,0.151841,0.6134828
33404349,-2.1473515,0.5036951,0.13258953,0.52260536
33405638,-1.9295633,0.4925506,0.16393912,0.6757419
33514814,-1.9411834,0.46573898,0.1599767,0.73751616
33522873,-2.0827312,0.4933774,0.14071473,0.5780709
33567684,-2.026654,0.4872611,0.1483854,0.62498236
33660964,-2.1050146,0.52689666,0.13998717,0.5042401
33678921,-2.0534568,0.5136752,0.14638345,0.5547723
33826006,-2.05709,0.46408245,0.14235893,0.6609893
33855701,-2.1339812,0.51928514,0.13545,0.50230473
33856658,-1.9917387,0.49859786,0.1545189,0.62155676
33901464,-2.020895,0.47680205,0.14849189,0.6531704
33961488,-2.0355515,0.4319458,0.14337912,0.7684709
33979217,-2.0883138,0.50844926,0.14099179,0.5453793
34004001,-1.9834818,0.47131357,0.15375213,0.69215167
34013991,-2.0365067,0.49994808,0.14785361,0.5915373
34034047,-2.1387293,0.5239901,0.13513967,0.49219447
34036808,-2.0691292,0.46916902,0.14098956,0.64051354
34040287,-2.0286114,0.5253733,0.15098077,0.54699796
34113930,-2.0534606,0.52392924,0.1471637,0.5361119
34226491,-1.9940842,0.5292611,0.15660547,0.55907094
34234066,-2.0086176,0.5014027,0.15214592,0.6051834
34319236,-2.1015143,0.50330484,0.13878123,0.5478587
34405905,-2.0745764,0.52190197,0.14393614,0.5284355
34416999,-2.0842667,0.5217919,0.1425399,0.5235303
34430823,-2.0421963,0.48060423,0.1456271,0.63047373
34451767,-2.0396113,0.5301496,0.14970599,0.5326505
34463752,-1.9876357,0.5258291,0.15733348,0.56902575
34531612,-2.1674247,0.44594142,0.12643932,0.6358088
34533653,-2.1401868,0.4793653,0.13195542,0.5742408
34658504,-2.087149,0.5045044,0.1408744,0.5534803
34765756,-1.9860246,0.5352702,0.1583785,0.5527772
34789605,-1.9902724,0.5468355,0.15869711,0.530708
34866621,-2.0678654,0.51935184,0.14471309,0.5365182
34994312,-2.0132055,0.46658203,0.1489185,0.6840575
35017672,-2.142646,0.46927273,0.13100265,0.5948801
35036059,-2.0399191,0.5017056,0.14747968,0.58591455
35081353,-2.0965579,0.5093553,0.13989873,0.5392276
35131614,-2.118265,0.5174415,0.13746417,0.51341313
35153455,-1.9558254,0.44758645,0.15634993,0.7804477
35161219,-2.0687644,0.5244715,0.1449699,0.5270284
35164347,-2.0957286,0.5030247,0.13956684,0.5515738
35207988,-2.1079843,0.53322244,0.14004083,0.49253586
35276536,-1.9625245,0.50585204,0.15968035,0.62402856
35291076,-2.0000505,0.53974426,0.15654862,0.53736967
35292619,-1.9601451,0.46904808,0.15721485,0.7145931
35324830,-2.0085905,0.5297997,0.15439415,0.55005664
35356669,-2.020243,0.5461466,0.15395345,0.51614416
35387395,-2.1319633,0.4730257,0.13264398,0.5928135
35389585,-1.9990289,0.50596946,0.15396556,0.601416
35405497,-2.009411,0.51054126,0.15272981,0.58595204
35409395,-2.0499125,0.5021977,0.14604929,0.5790953
35438908,-2.090411,0.49295977,0.13960946,0.57450247
35451112,-2.0935912,0.51514614,0.14073123,0.5303097
35584430,-2.0945969,0.4849169,0.13848065,0.5889175
35643509,-2.0153968,0.50059223,0.15105663,0.6027977
35658994,-2.0707352,0.49754527,0.14270729,0.5764756
35701343,-2.127863,0.5076951,0.13547261,0.52558815
35767881,-1.9876424,0.52094734,0.15693095,0.57825714
35778918,-2.0400226,0.51025605,0.14810379,0.56883967
35808292,-2.1260831,0.49942327,0.13514982,0.5418486
35828575,-2.055246,0.45512307,0.1420356,0.6857085
35849087,-2.0951939,0.5015166,0.13953575,0.5547725
35870668,-1.9814703,0.50349927,0.1564976,0.61731946
35890511,-2.0143652,0.4728271,0.14918287,0.6672894
35900724,-2.1367698,0.47712734,0.13226545,0.58100224
35946403,-1.9644922,0.46028712,0.15589695,0.7358342
36016665,-2.0975337,0.54373455,0.14231531,0.4813686
36045169,-2.0662513,0.49581173,0.14322525,0.5826208
36124616,-2.0792084,0.4416118,0.13783501,0.7067702
36175675,-2.1117291,0.46809638,0.13504165,0.61630714
36238047,-2.1043558,0.5180986,0.13943696,0.51946115
36270237,-2.0318208,0.5438629,0.15199201,0.5138566
36302997,-2.032441,0.5284665,0.15064903,0.5394254
36382825,-2.042263,0.4983804,0.14688997,0.59138495
36420746,-2.03264,0.5349994,0.15114316,0.5280584
36434805,-2.0729492,0.5318266,0.14492637,0.5123978
36467489,-2.0281892,0.49545532,0.14875552,0.6059881
36524581,-2.0798233,0.49842194,0.141478,0.56950116
36581691,-2.020037,0.5429,0.15371321,0.5215206
36605915,-2.2134511,0.5344411,0.12610537,0.4415032
36620406,-2.084504,0.52381307,0.14265677,0.51992387
36641672,-2.0103912,0.46369693,0.14913791,0.6936168
36668892,-2.0376072,0.53446466,0.15035126,0.5263433
36814762,-2.0903528,0.43675143,0.1360168,0.71305645
36827515,-1.9871058,0.5046171,0.15570585,0.61147827
36860334,-2.0037289,0.46178207,0.15000188,0.70343274
36909313,-1.9673197,0.45853072,0.15533137,0.7387922
36909955,-2.032816,0.47339937,0.14649522,0.6536844
37092197,-2.0810156,0.4812851,0.14012815,0.6049515
37109486,-2.0749357,0.5032827,0.14251773,0.5626584
37115098,-2.0720925,0.5222821,0.14432274,0.5290837
37316311,-2.0877514,0.5374376,0.14322595,0.49586746
37469619,-2.0321891,0.45480487,0.14532751,0.70258296
37506948,-2.0576272,0.50580716,0.14519078,0.56750417
37608548,-2.0811145,0.57301867,0.14705636,0.44786412
37626266,-2.1227508,0.483573,0.13454866,0.57538074
37648400,-2.09098,0.56254524,0.14474939,0.45740595
37744712,-2.08874,0.54520756,0.14368749,0.48338726
37804594,-2.0257108,0.51435703,0.15055463,0.5690688
37964944,-2.0572536,0.49702716,0.144607,0.5853681
38064346,-2.030926,0.522528,0.15040731,0.5508709
38141235,-2.0805733,0.499045,0.14141586,0.56783044
38157155,-2.1015842,0.46104494,0.13597246,0.6396825
38227228,-2.0853791,0.4645818,0.13842025,0.6413207
38258232,-2.007888,0.45087382,0.14863756,0.7311703
38265664,-2.0978198,0.48054263,0.13774389,0.5964973
38298578,-2.0187745,0.5091914,0.15120232,0.58317155
38304244,-2.006535,0.47275504,0.15035045,0.672717
38392928,-2.0887015,0.44754004,0.13689303,0.683467
38447721,-1.9734919,0.4895743,0.15666422,0.6536309
38528079,-2.037266,0.51102793,0.14857118,0.56891227
38553279,-2.0513997,0.53255546,0.14814082,0.5223301
38598699,-1.9776313,0.5212765,0.15853709,0.58343786
38800490,-2.0892472,0.46902838,0.13817236,0.6280915
38832285,-2.1698442,0.55024105,0.1328597,0.4388209
38864565,-2.1259303,0.5137621,0.13615593,0.5158369
38893408,-2.0586383,0.4637369,0.14211589,0.6608446
38917674,-2.1474888,0.50398916,0.13259096,0.52200127
38923726,-2.0759559,0.4900591,0.14144039,0.5889474
38957788,-2.0906918,0.47856256,0.13859756,0.605171
38969541,-2.0552542,0.48580036,0.14409922,0.6105848
38972189,-2.066704,0.5393832,0.14642572,0.503295
39028601,-2.0472534,0.537399,0.14914228,0.5164248
39042268,-2.034094,0.47034234,0.14609721,0.6604102
39042766,-2.042382,0.5165827,0.14823548,0.5554851
39078149,-1.9420892,0.5095794,0.16328576,0.62881744
39099188,-2.1338997,0.50283825,0.13432722,0.5312604
39131197,-2.1098375,0.49919426,0.13734764,0.55116546
39136941,-2.0332294,0.4758982,0.14660846,0.6473377
39180987,-2.0436757,0.47891378,0.14529394,0.63347983
39194928,-2.0984738,0.47991428,0.1376123,0.597489
39212689,-2.0507238,0.4784327,0.14424026,0.6301513
39255284,-2.0369723,0.5218288,0.14944607,0.5488181
39272646,-2.105255,0.5130084,0.13894653,0.5279572
39319434,-2.0733023,0.49229854,0.14197229,0.5857961
39362576,-2.072303,0.52604246,0.14457706,0.5224657
39385331,-1.9864976,0.50641817,0.15594248,0.6080592
39411937,-2.0434554,0.46816108,0.14458786,0.65969205
39442626,-2.0681577,0.50021577,0.14326636,0.57257116
39463409,-2.0552247,0.48747048,0.14422065,0.6069191
39577784,-2.1639776,0.49896625,0.13009451,0.5225365
39604621,-2.052042,0.4645324,0.14310926,0.66318655
39644973,-2.036761,0.52275926,0.14955032,0.5472476
39697369,-2.0663474,0.4709467,0.1415005,0.6379909
39712328,-2.0819445,0.45873058,0.13852179,0.658268
39734893,-2.0885174,0.5228291,0.1420122,0.5195246
39791084,-2.0032828,0.48678303,0.15185884,0.6408689
39796743,-2.108746,0.54012215,0.14045331,0.48144647
39820097,-2.1131682,0.5076097,0.13747208,0.5335248
39857745,-2.1670847,0.4833548,0.12870033,0.55086803
39897955,-2.0409944,0.43561137,0.14282778,0.7526868
39900004,-2.017092,0.5081179,0.15137425,0.5863042
39965986,-2.0804358,0.46069306,0.13885616,0.65424705
40170587,-2.0638003,0.51667136,0.14510092,0.54355234
40215018,-2.0921378,0.4786811,0.13840514,0.6040316
40217777,-2.087701,0.5116943,0.14131193,0.53970647
40267115,-1.9235933,0.4857319,0.1643716,0.69668025
40346380,-2.059261,0.46525693,0.14212775,0.6565884
40452646,-2.0793192,0.52177143,0.14324534,0.5261625
40462469,-2.0185785,0.48641843,0.14952718,0.6319753
40618039,-2.0706346,0.559609,0.14748137,0.47094238
40699169,-1.9688268,0.5584637,0.16318253,0.52321935
40745582,-2.134687,0.47810808,0.13260329,0.58009905
40748586,-2.0697238,0.50639635,0.14348781,0.5595435
40930281,-1.9714049,0.48390555,0.15655896,0.6685851
40938513,-2.1676238,0.469694,0.12779632,0.5792798
40990561,-1.9858187,0.4739081,0.15358144,0.68383366
41008948,-2.1196976,0.48207846,0.13486274,0.5803053
41024903,-1.9857975,0.48958856,0.15474929,0.6456039
41034119,-2.032127,0.575812,0.15468769,0.46654585
41035256,-2.0963912,0.48434025,0.13819377,0.58909774
41056365,-2.1172187,0.46055776,0.13383307,0.6309504
41065368,-2.088832,0.4411007,0.13648412,0.701466
41136333,-2.035556,0.4961144,0.14771193,0.6001391
41181814,-2.103495,0.5091584,0.13891768,0.53586054
41191146,-2.075877,0.48115355,0.14084116,0.6083622
41210396,-2.0713727,0.45651004,0.1398518,0.6710693
41257643,-2.0891454,0.47069168,0.13829447,0.62421155
41264354,-2.0341156,0.49220866,0.14763963,0.60940284
41277494,-1.9732864,0.4421989,0.1532758,0.7838596
41301390,-2.114624,0.47309425,0.13496836,0.6030268
41332065,-2.0931418,0.46770123,0.13754976,0.6288149
41372749,-2.049942,0.5326101,0.14836122,0.5229999
41453383,-2.1386812,0.55013293,0.13705704,0.45286217
41505909,-2.0679693,0.46808496,0.1410815,0.6439034
41512749,-2.078524,0.51480806,0.14284281,0.53897387
41521345,-2.070068,0.44808164,0.13950159,0.69480807
41552790,-2.0815253,0.50215346,0.14150132,0.5611611
41577128,-2.0366936,0.5037309,0.14810687,0.5836843
41662709,-2.0868566,0.5670994,0.14572182,0.4531127
41672860,-2.1264794,0.5243819,0.13683338,0.49761876
41685543,-2.0408618,0.482029,0.14592159,0.62801963
41739595,-2.046067,0.5015166,0.14656189,0.58270735
41956431,-2.1089218,0.5468195,0.14094073,0.4713554
41986882,-2.1178782,0.4818496,0.13509345,0.5818503
41994004,-2.1054156,0.49976197,0.13799545,0.55250776
42186442,-2.0730443,0.48796248,0.14170745,0.59514093
42206395,-1.9188823,0.560409,0.17172635,0.54679775
42242403,-2.0884614,0.51258034,0.14126863,0.5376775
42245770,-2.0751145,0.4799014,0.14086379,0.6116392
42266745,-2.0391083,0.47194093,0.145476,0.6531547
42472041,-2.087904,0.5144935,0.14148632,0.53450847
42477867,-2.006211,0.5020606,0.15256284,0.6052524
42478066,-1.9963204,0.4964464,0.15364803,0.6234222
42545412,-2.0459983,0.50832814,0.14707692,0.56918865
42565671,-2.0906494,0.47042814,0.1380695,0.6238945
42626614,-2.008075,0.54353124,0.1556163,0.5267518
42687806,-2.0712636,0.51500326,0.14389816,0.54254436
42710813,-2.0360525,0.5333935,0.1504991,0.52897906
42739535,-2.0093045,0.52293503,0.15372746,0.5621549
42745040,-2.135424,0.48279855,0.13280454,0.56974566
42746829,-2.0518427,0.5139567,0.14664114,0.55514026
42762696,-2.1382527,0.45608708,0.13077918,0.6286994
42973512,-1.9878081,0.50218827,0.15540642,0.61622
42991601,-2.0186713,0.5254408,0.15249442,0.5523398
43001851,-1.9980878,0.46437475,0.15103166,0.70037526
43042288,-2.0336149,0.5270607,0.15036066,0.54126877
43151816,-2.0467863,0.46930712,0.14418447,0.6546425
43185167,-2.0353098,0.4989842,0.14795943,0.59424984
43409842,-2.0483935,0.46568534,0.1437094,0.66267425
43416702,-2.0741065,0.4994212,0.14236008,0.57076097
43499376,-2.1029367,0.49643457,0.13810886,0.56039923
43634771,-2.0592782,0.55710655,0.14895748,0.47993872
43639399,-2.036741,0.5346861,0.15049936,0.5264255
43879868,-2.0619228,0.59219223,0.15158983,0.4322596
44033781,-2.0564208,0.47576883,0.14323871,0.63280284
44042628,-2.0668204,0.48110417,0.14211912,0.61400837
44075277,-2.1001573,0.5045515,0.13905703,0.5462381
44093703,-2.0425663,0.47391337,0.1451091,0.6460955
44162985,-2.028775,0.55177295,0.15311772,0.5029266
44177523,-2.1608758,0.46076727,0.12812838,0.6035067
44191729,-2.0220263,0.5404117,0.1532011,0.5245808
44194927,-2.081898,0.51615936,0.1424609,0.53472203
44257071,-2.0089617,0.45492595,0.1487508,0.71875
44332666,-2.0539644,0.5179181,0.14662974,0.5466381
44442507,-2.0283284,0.47084183,0.14697653,0.66297615
44451015,-2.07539,0.43341073,0.13786675,0.73393947
44459048,-2.1205347,0.46829492,0.13387021,0.61044294
44486706,-2.039481,0.5086838,0.14806539,0.57221305
44498826,-2.1220891,0.5103259,0.13643965,0.52389634
44511038,-2.0426664,0.5253018,0.148868,0.53949016
44537221,-2.0737424,0.5235874,0.1441832,0.52594006
44540694,-2.002873,0.50904834,0.1536147,0.5928089
44546950,-2.1681433,0.5057103,0.12999338,0.5082971
44597630,-2.0399575,0.5081929,0.1479579,0.57290286
44617031,-2.0907466,0.49785838,0.13990171,0.56443167
44665161,-1.978058,0.51607037,0.15804212,0.5934102
44686874,-2.062603,0.49548858,0.14372572,0.58541954
44719352,-1.9904214,0.4978928,0.15466824,0.6239208
44732306,-2.092263,0.47268516,0.1379937,0.6176114
44748720,-1.9800081,0.49833965,0.15632206,0.6294618
44866263,-1.976189,0.48633477,0.15599547,0.6595403
44924154,-2.0851066,0.463222,0.13837066,0.6448603
44942158,-1.9867325,0.5106098,0.15623856,0.5992526
44981568,-2.091006,0.50331026,0.14024766,0.5536356
45010583,-2.0760467,0.49033013,0.14144634,0.58832127
45035594,-2.0651472,0.47947723,0.14224592,0.6187338
45065866,-1.9925444,0.44131398,0.15029347,0.77169335
45153175,-1.9363526,0.48879048,0.16252969,0.68027925
45181743,-2.0140042,0.5152791,0.1523998,0.5739834
45293584,-1.9718107,0.4814188,0.15630773,0.67442614
45296719,-2.0910022,0.4875131,0.13915488,0.58549863
45495269,-2.1379337,0.48715916,0.13275212,0.5593707
45499963,-2.1474957,0.5039654,0.13258848,0.52204067
45521896,-1.9932611,0.44139746,0.15019134,0.77087724
45545671,-2.032108,0.5144183,0.14959928,0.565323
45582966,-2.0473964,0.47668976,0.14460059,0.63635343
45596737,-2.0242262,0.5125897,0.15064155,0.5733305
45645318,-1.9490657,0.4790017,0.15971817,0.69611377
45667542,-2.0812397,0.5065177,0.14185362,0.5529058
45687260,-2.1078079,0.5045448,0.13799676,0.54208755
45705657,-2.1526525,0.4783682,0.13025847,0.5692216
45806301,-2.0948198,0.49399436,0.1390663,0.5698728
45825830,-2.065979,0.50541764,0.14395486,0.563541
45879830,-2.0295343,0.48428088,0.14774458,0.6299657
45892758,-2.084129,0.45093495,0.1377303,0.67733216
46009849,-1.9927305,0.47072065,0.15229413,0.68731636
46024247,-2.1050336,0.48868537,0.13729452,0.57490295
46099551,-2.0067036,0.5015443,0.15244822,0.60604346
46145127,-2.0546136,0.506833,0.14570464,0.5672096
46169511,-1.9853818,0.5194284,0.15716189,0.5824999
46238556,-1.9748045,0.4830911,0.15596619,0.66830146
46239239,-2.0200372,0.5048141,0.15067674,0.5912665
46419443,-2.0496001,0.4986723,0.1458374,0.58646
46420595,-2.022216,0.5399493,0.15313376,0.5252487
46469491,-2.0546453,0.53170407,0.14759389,0.5220696
46488121,-2.034459,0.46774507,0.14586608,0.66670835
46492413,-1.9610747,0.49649045,0.1591635,0.64568645
46546926,-2.028632,0.54738444,0.15277071,0.50986505
46549335,-2.096036,0.4885149,0.13852388,0.5804556
46636477,-2.0262735,0.47344536,0.14746001,0.6578616
46708287,-2.0281384,0.4993655,0.14905268,0.59772676
46879772,-1.9905127,0.5151639,0.15601303,0.5878547
46888342,-2.0090215,0.53016615,0.15435757,0.5491664
47018141,-2.0957267,0.4735902,0.13757545,0.61338836
47029928,-2.0874016,0.54331565,0.14373188,0.48691
47036598,-2.1021492,0.48509574,0.13745065,0.5841063
47078419,-2.0316494,0.523486,0.15037389,0.54873455
47079762,-2.047132,0.4916174,0.14568797,0.60279435
47082496,-2.09109,0.48794442,0.13917194,0.5845356
47192401,-2.060131,0.4629867,0.14185458,0.66176885
47273120,-2.0699966,0.49544126,0.14266363,0.5812044
47312281,-2.0946229,0.50067675,0.1395567,0.55671877
47386965,-2.091624,0.50546986,0.14031377,0.5491738
47433545,-2.058229,0.5022094,0.14484055,0.57427573
47434154,-2.0109627,0.52618134,0.15373433,0.5552646
47574767,-2.0806792,0.5180527,0.14277436,0.5319886
47604206,-2.0311608,0.42904958,0.1438306,0.7813333
47643718,-2.1149397,0.5343941,0.13915719,0.48728427
47659033,-2.1119723,0.5408603,0.14005677,0.4787777
47701992,-2.082381,0.5180976,0.14253488,0.5310043
47721026,-2.09628,0.5039318,0.1395536,0.5495377
47761198,-2.031444,0.51037395,0.14938875,0.5735099
47833127,-2.030107,0.54604304,0.1524337,0.5112428
47846566,-2.0413766,0.50317496,0.14737365,0.5820788
47853003,-2.126952,0.50518996,0.13542417,0.53062385
47857663,-2.0463464,0.48874673,0.14559746,0.60951734
47858536,-1.9791507,0.46661875,0.1540799,0.7076551
47858641,-2.0643864,0.4935185,0.14332992,0.5884777
47894324,-1.9842639,0.4635521,0.15307556,0.71237516
47918905,-2.0504658,0.53875417,0.14877237,0.5125556
47952573,-2.082782,0.5029585,0.14138079,0.5588897
47962456,-2.0652566,0.5111127,0.14447649,0.55304927
48018018,-2.0580158,0.5038912,0.14499404,0.57105315
48081952,-2.0863912,0.5405606,0.14366253,0.49164852
48182038,-2.0404422,0.4622847,0.14462826,0.67675906
48368447,-2.0612152,0.52454233,0.14607388,0.53089845
48521582,-2.0758588,0.45546448,0.13915947,0.6708165
48615308,-2.1646826,0.51233405,0.13088456,0.49863407
48628445,-2.124328,0.52803695,0.13739209,0.49275735
48691338,-2.0732863,0.49247205,0.14198668,0.5854428
48737850,-2.0378132,0.49317056,0.14716446,0.6050742
48821048,-2.0382366,0.51629,0.14882874,0.55834085
48824360,-1.962149,0.49719247,0.15904805,0.64339733
48891002,-2.0790179,0.53850913,0.1445656,0.49851564
48892220,-2.0934646,0.47540203,0.13800558,0.610625
48945435,-2.1429725,0.45966366,0.13037674,0.6170492
49058668,-2.0309546,0.4696964,0.1465121,0.6641085
49060604,-2.0846484,0.49227315,0.14036882,0.5792397
49063630,-1.9930788,0.46269232,0.15167174,0.7084678
49079323,-2.074127,0.477435,0.1408366,0.61785567
49134185,-2.0761821,0.5044897,0.14242679,0.55961204
49148903,-2.0167935,0.5072799,0.15135503,0.58816826
49223037,-2.0613692,0.5163795,0.14543219,0.5454094
49294839,-2.0421774,0.50475526,0.14737299,0.57843715
49385613,-2.1185324,0.44582435,0.13276792,0.66798323
49400775,-2.0601091,0.49095556,0.14376281,0.5964337
49426186,-2.14113,0.50156343,0.13327415,0.52977836
49449232,-2.048081,0.4886354,0.14533721,0.60870516
49523703,-2.03585,0.4816129,0.14662535,0.6321394
49536541,-1.9427669,0.51098645,0.16329232,0.62538433
49553078,-2.0367591,0.50116515,0.14790636,0.5888777
49694163,-2.0427256,0.47736004,0.14532405,0.6377425
49741369,-2.1745372,0.48930982,0.12811525,0.5350976
49778822,-1.9934131,0.519471,0.15590818,0.5777585
49809525,-2.0243206,0.5083982,0.15030536,0.58152246
49856379,-2.1232285,0.5063664,0.13601023,0.5304468
49901407,-1.9465165,0.503411,0.16205733,0.6394746
49942631,-1.98379,0.5021032,0.15602542,0.6188842
49994368,-2.0104256,0.4715373,0.14968057,0.67318326
50107235,-2.055889,0.5070755,0.14553684,0.5660147
50107322,-2.105961,0.50875896,0.13854735,0.53527147
50109644,-2.067439,0.44347245,0.1395817,0.7097333
50196762,-1.9933844,0.47296697,0.15235598,0.6810796
50342146,-2.0213454,0.49056423,0.14941633,0.62087804
50491574,-1.9558806,0.54526144,0.16410881,0.5519787
50494905,-2.0032518,0.53390783,0.15556012,0.54571474
50599089,-2.1035726,0.50123876,0.13835223,0.55067694
50602552,-2.0017846,0.5405185,0.15634276,0.5351267
50620459,-2.052527,0.50919586,0.14618436,0.56380796
50680624,-2.0299017,0.4919174,0.14824182,0.6126132
50690951,-2.1199121,0.45009884,0.13283896,0.6557068
50783904,-2.024383,0.5163154,0.15090689,0.5660814
50835363,-2.1260407,0.4721694,0.13337791,0.5982576
51030954,-2.1206696,0.4723019,0.13410462,0.6011798
51170288,-2.0597084,0.50593126,0.14489801,0.5660821
51199550,-2.039712,0.5252301,0.14930284,0.5412138
51274683,-2.0405335,0.48868632,0.14644192,0.6132041
51368211,-2.0719054,0.49093482,0.14207548,0.5894832
51427295,-1.9801192,0.51781905,0.15785934,0.5887274
51428273,-2.0485513,0.5304788,0.14839949,0.52734685
51440845,-2.0640292,0.4922343,0.1432904,0.5913892
51452820,-1.993919,0.5331792,0.1569577,0.5521234
51455868,-2.095769,0.481854,0.1381138,0.5948482
51464113,-2.1199882,0.45694563,0.13324197,0.6381342
51505784,-1.9942101,0.5297278,0.15662445,0.558154
51539087,-2.1102464,0.48521072,0.1363498,0.57915354
51546188,-2.0386777,0.4671308,0.14521033,0.6654577
51664393,-2.1205492,0.5243027,0.13764153,0.5007089
51681633,-2.086931,0.56356573,0.14542021,0.45786306
51701768,-1.9857869,0.5001773,0.15556398,0.6218148
51856672,-2.1755257,0.47189578,0.12692198,0.56996036
51913392,-2.0954218,0.49805433,0.13926275,0.5614118
51931068,-2.1065629,0.4976634,0.13769303,0.5559562
51948916,-2.0740857,0.5169398,0.14363609,0.53750634
51993716,-2.07401,0.5443446,0.14575118,0.49188572
52019250,-2.091076,0.47581205,0.13836262,0.6111501
52170825,-2.0322933,0.47977448,0.14701782,0.6386982
52189068,-1.9858662,0.5520676,0.1598568,0.5245014
52189250,-2.1504776,0.5185428,0.13318259,0.49531126
52292274,-2.0256023,0.47152644,0.14742531,0.66307086
52369689,-2.0379877,0.45421553,0.14444856,0.70014703
52532383,-2.066292,0.52049714,0.14502728,0.53531945
52601788,-2.0944793,0.51810896,0.14082168,0.5245988
52602204,-2.1254447,0.5111768,0.1360417,0.52063066
52618072,-2.089651,0.49393463,0.1397828,0.57294744
52788882,-2.0169694,0.55123204,0.15488987,0.5097463
52931669,-2.0240448,0.5178656,0.151079,0.5633392
53097699,-2.0655725,0.53660864,0.14637285,0.5083294
53230377,-2.0879412,0.53954715,0.14336152,0.49246326
53316132,-1.989404,0.50572884,0.15543571,0.6077366
53421118,-2.0036933,0.4751482,0.15094942,0.66861063
53466241,-2.010648,0.5035122,0.15199834,0.59954095
53598628,-2.0305996,0.53414834,0.15138298,0.53058296
53625421,-2.048479,0.5305688,0.14841728,0.52723116
53672756,-2.0204427,0.47107273,0.14815623,0.6676425
53675937,-2.0843325,0.48884022,0.1401769,0.5866007
53817676,-2.083951,0.47351593,0.13920017,0.62082696
53840851,-2.0794373,0.48517656,0.14061366,0.59734863
53843724,-1.9984508,0.5009424,0.15366518,0.6123502
53897143,-2.00915,0.46001586,0.14906949,0.7044386
54034597,-2.0652273,0.49279505,0.14315836,0.5895003
54058175,-2.1452508,0.47933504,0.13128696,0.571404
54088626,-2.0593054,0.5047406,0.14486922,0.568643
54106098,-2.0379488,0.4566869,0.14461686,0.6933967
54122225,-2.072189,0.47375736,0.1408632,0.6276039
54132297,-2.036349,0.47489196,0.14608191,0.64774907
54142919,-1.9801121,0.5400662,0.15972906,0.54763347
54416746,-2.0110297,0.49175438,0.15105392,0.6246482
54472948,-2.0884492,0.47428012,0.1386256,0.6162737
54671829,-2.0792046,0.52220696,0.14329433,0.5254649
54720244,-2.042382,0.5330064,0.14951865,0.5262965
54816056,-2.08365,0.5124315,0.14193912,0.54054326
54999246,-2.0305119,0.5394351,0.15182652,0.52175814
55006070,-2.071883,0.4911015,0.14209028,0.5891445
55019987,-2.051315,0.51041204,0.14645241,0.5621532
55025429,-2.085231,0.4769667,0.13925028,0.61209655
55027376,-2.051872,0.51876086,0.14700104,0.5462432
55055720,-2.108173,0.5269299,0.13954818,0.50259537
55070779,-2.0842047,0.48681676,0.14005649,0.5909792
55085240,-2.0905962,0.47862855,0.13861519,0.6050812
55098838,-1.985023,0.50070786,0.15572418,0.6211367
55357095,-1.9581062,0.47057498,0.15764876,0.71192276
55509779,-2.1267767,0.45453432,0.13219516,0.6398559
55546688,-2.0843072,0.4922773,0.140417,0.5794288
55670702,-2.0994306,0.5466485,0.14227147,0.47610366
55680848,-2.1446958,0.5350643,0.13512585,0.47198316
55692546,-2.0542667,0.48634976,0.1442801,0.6099708
55875087,-1.9878076,0.48633417,0.15419346,0.6519231
55888461,-2.103356,0.47950843,0.13691543,0.59547
56017353,-2.0449827,0.5478602,0.15033229,0.50085586
56083432,-2.0567172,0.47908303,0.14342302,0.62488097
56084379,-2.0382078,0.48671386,0.14664176,0.6190279
56127204,-2.0136304,0.52562445,0.15327987,0.5547969
56202008,-1.9798841,0.5043849,0.156816,0.6164052
56438230,-2.081967,0.47178537,0.13936256,0.62611943
56473045,-2.084291,0.53284097,0.14336935,0.5049648
56537815,-2.0648847,0.48498684,0.14266181,0.60652375
56646487,-2.0517411,0.49148086,0.14500828,0.6003156
56934748,-2.0709302,0.47144145,0.14088637,0.6338894
56941898,-2.06936,0.479069,0.1416202,0.6170624
56981888,-2.0856667,0.4957089,0.14046414,0.57162607
56996591,-2.0078776,0.48936513,0.15135328,0.6320127
57033490,-2.0169513,0.4815287,0.14941669,0.6443988
57039126,-1.9886724,0.5352242,0.15795581,0.55139667
57103279,-1.9453318,0.44002306,0.1574698,0.8132918
57148847,-1.9281873,0.48306885,0.1634073,0.7002504
57243058,-2.0748196,0.47370782,0.14048985,0.62607133
